judge_score_id,judge,judge_score,performance_id,season,week,week_theme,couple,primary_dance_style,primary_song,primary_song_artist,total_score,dance_style,music,result,week_title,celeb_name_part,pro_name_part,professional,celebrity,notability,film,era,original_couple,dance_chosen_by,tv_show,disney_film,film_theme,trio_partner,james_bond_film,dynamic_duo,professionals,icon,film_series,icons,mentor,horror_film_show,trio_dance_partner,villain,cirque_du_soleil_show,genre,broadway_show,television_show,musical,guest_judge,michael_jackson_theme
8442,Len Goodman,9.0,2729,12,3,Personal Story Week,Petra & Dmitry,Waltz,"""You Raise Me Up""",Josh Groban,25,Waltz,"""You Raise Me Up""—Josh Groban",Safe,Week 3: Personal Story Week,Petra,Dmitry,Dmitry Chaplin,Petra Němcová,Supermodel,,,,,,,,,,,,,,,,,,,,,,,,,
8443,Bruno Tonioli,8.0,2729,12,3,Personal Story Week,Petra & Dmitry,Waltz,"""You Raise Me Up""",Josh Groban,25,Waltz,"""You Raise Me Up""—Josh Groban",Safe,Week 3: Personal Story Week,Petra,Dmitry,Dmitry Chaplin,Petra Němcová,Supermodel,,,,,,,,,,,,,,,,,,,,,,,,,
8444,Carrie Ann Inaba,7.0,2730,12,3,Personal Story Week,Sugar Ray & Anna,Paso Doble,"""My Prerogative""",Bobby Brown,20,Paso doble,"""My Prerogative""—Bobby Brown",Safe,Week 3: Personal Story Week,Sugar Ray,Anna,Anna Trebunskaya,Sugar Ray Leonard,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
8445,Len Goodman,6.0,2730,12,3,Personal Story Week,Sugar Ray & Anna,Paso Doble,"""My Prerogative""",Bobby Brown,20,Paso doble,"""My Prerogative""—Bobby Brown",Safe,Week 3: Personal Story Week,Sugar Ray,Anna,Anna Trebunskaya,Sugar Ray Leonard,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
8446,Bruno Tonioli,7.0,2730,12,3,Personal Story Week,Sugar Ray & Anna,Paso Doble,"""My Prerogative""",Bobby Brown,20,Paso doble,"""My Prerogative""—Bobby Brown",Safe,Week 3: Personal Story Week,Sugar Ray,Anna,Anna Trebunskaya,Sugar Ray Leonard,Professional boxer,,,,,,,,,,,,,,,,,,,,,,,,,
8447,Carrie Ann Inaba,7.0,2731,12,3,Personal Story Week,Kirstie & Maks,Rumba,"""Over the Rainbow""",Israel Kamakawiwo'ole,21,Rumba,"""Over the Rainbow""—Israel Kamakawiwo'ole",Safe,Week 3: Personal Story Week,Kirstie,Maks,Maksim Chmerkovskiy,Kirstie Alley,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
8448,Len Goodman,7.0,2731,12,3,Personal Story Week,Kirstie & Maks,Rumba,"""Over the Rainbow""",Israel Kamakawiwo'ole,21,Rumba,"""Over the Rainbow""—Israel Kamakawiwo'ole",Safe,Week 3: Personal Story Week,Kirstie,Maks,Maksim Chmerkovskiy,Kirstie Alley,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
8449,Bruno Tonioli,7.0,2731,12,3,Personal Story Week,Kirstie & Maks,Rumba,"""Over the Rainbow""",Israel Kamakawiwo'ole,21,Rumba,"""Over the Rainbow""—Israel Kamakawiwo'ole",Safe,Week 3: Personal Story Week,Kirstie,Maks,Maksim Chmerkovskiy,Kirstie Alley,Film & television actress,,,,,,,,,,,,,,,,,,,,,,,,,
8450,Carrie Ann Inaba,8.0,2732,13,4,Movie Week,Hope & Maks,Foxtrot,"""You've Got a Friend in Me""",Randy Newman,24,Foxtrot,"""You've Got a Friend in Me""—Randy Newman",Safe,Week 4: Movie Week,Hope,Maks,Maksim Chmerkovskiy,Hope Solo,USA soccer team goalkeeper,Toy Story,,,,,,,,,,,,,,,,,,,,,,,,
8451,Len Goodman,8.0,2732,13,4,Movie Week,Hope & Maks,Foxtrot,"""You've Got a Friend in Me""",Randy Newman,24,Foxtrot,"""You've Got a Friend in Me""—Randy Newman",Safe,Week 4: Movie Week,Hope,Maks,Maksim Chmerkovskiy,Hope Solo,USA soccer team goalkeeper,Toy Story,,,,,,,,,,,,,,,,,,,,,,,,
8452,Bruno Tonioli,8.0,2732,13,4,Movie Week,Hope & Maks,Foxtrot,"""You've Got a Friend in Me""",Randy Newman,24,Foxtrot,"""You've Got a Friend in Me""—Randy Newman",Safe,Week 4: Movie Week,Hope,Maks,Maksim Chmerkovskiy,Hope Solo,USA soccer team goalkeeper,Toy Story,,,,,,,,,,,,,,,,,,,,,,,,
8453,Carrie Ann Inaba,8.0,2733,13,4,Movie Week,Rob & Cheryl,Paso Doble,"""Theme from Superman""",John Williams,24,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4: Movie Week,Rob,Cheryl,Cheryl Burke,Rob Kardashian,Reality television star,Superman,,,,,,,,,,,,,,,,,,,,,,,,
8454,Len Goodman,8.0,2733,13,4,Movie Week,Rob & Cheryl,Paso Doble,"""Theme from Superman""",John Williams,24,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4: Movie Week,Rob,Cheryl,Cheryl Burke,Rob Kardashian,Reality television star,Superman,,,,,,,,,,,,,,,,,,,,,,,,
8455,Bruno Tonioli,8.0,2733,13,4,Movie Week,Rob & Cheryl,Paso Doble,"""Theme from Superman""",John Williams,24,Paso doble,"""Theme from Superman""—John Williams",Safe,Week 4: Movie Week,Rob,Cheryl,Cheryl Burke,Rob Kardashian,Reality television star,Superman,,,,,,,,,,,,,,,,,,,,,,,,
8456,Carrie Ann Inaba,10.0,2734,13,4,Movie Week,Ricki & Derek,Tango,"""The Murder""",Bernard Herrmann,29,Tango,"""The Murder""—Bernard Herrmann",Safe,Week 4: Movie Week,Ricki,Derek,Derek Hough,Ricki Lake,Actress & talk show host,Psycho,,,,,,,,,,,,,,,,,,,,,,,,
8457,Len Goodman,9.0,2734,13,4,Movie Week,Ricki & Derek,Tango,"""The Murder""",Bernard Herrmann,29,Tango,"""The Murder""—Bernard Herrmann",Safe,Week 4: Movie Week,Ricki,Derek,Derek Hough,Ricki Lake,Actress & talk show host,Psycho,,,,,,,,,,,,,,,,,,,,,,,,
8458,Bruno Tonioli,10.0,2734,13,4,Movie Week,Ricki & Derek,Tango,"""The Murder""",Bernard Herrmann,29,Tango,"""The Murder""—Bernard Herrmann",Safe,Week 4: Movie Week,Ricki,Derek,Derek Hough,Ricki Lake,Actress & talk show host,Psycho,,,,,,,,,,,,,,,,,,,,,,,,
8459,Carrie Ann Inaba,7.0,2735,13,4,Movie Week,Chaz & Lacey,Paso Doble,"""Gonna Fly Now""",Bill Conti,21,Paso doble,"""Gonna Fly Now""—Bill Conti",Safe,Week 4: Movie Week,Chaz,Lacey,Lacey Schwimmer,Chaz Bono,Transgender activist & author,Rocky,,,,,,,,,,,,,,,,,,,,,,,,
8460,Len Goodman,7.0,2735,13,4,Movie Week,Chaz & Lacey,Paso Doble,"""Gonna Fly Now""",Bill Conti,21,Paso doble,"""Gonna Fly Now""—Bill Conti",Safe,Week 4: Movie Week,Chaz,Lacey,Lacey Schwimmer,Chaz Bono,Transgender activist & author,Rocky,,,,,,,,,,,,,,,,,,,,,,,,
8461,Bruno Tonioli,7.0,2735,13,4,Movie Week,Chaz & Lacey,Paso Doble,"""Gonna Fly Now""",Bill Conti,21,Paso doble,"""Gonna Fly Now""—Bill Conti",Safe,Week 4: Movie Week,Chaz,Lacey,Lacey Schwimmer,Chaz Bono,Transgender activist & author,Rocky,,,,,,,,,,,,,,,,,,,,,,,,
8462,Carrie Ann Inaba,7.0,2736,14,5,Latin Week,Melissa & Maks,Salsa,"""Aguanilé""",Hector Lavoe,21,Salsa,"""Aguanilé""—Hector Lavoe",Safe,Week 5: Latin Week,Melissa,Maks,Maksim Chmerkovskiy,Melissa Gilbert,Actress,,,,,,,,,,,,,,,,,,,,,,,,,
8463,Len Goodman,7.0,2736,14,5,Latin Week,Melissa & Maks,Salsa,"""Aguanilé""",Hector Lavoe,21,Salsa,"""Aguanilé""—Hector Lavoe",Safe,Week 5: Latin Week,Melissa,Maks,Maksim Chmerkovskiy,Melissa Gilbert,Actress,,,,,,,,,,,,,,,,,,,,,,,,,
8464,Bruno Tonioli,7.0,2736,14,5,Latin Week,Melissa & Maks,Salsa,"""Aguanilé""",Hector Lavoe,21,Salsa,"""Aguanilé""—Hector Lavoe",Safe,Week 5: Latin Week,Melissa,Maks,Maksim Chmerkovskiy,Melissa Gilbert,Actress,,,,,,,,,,,,,,,,,,,,,,,,,
8465,Carrie Ann Inaba,9.0,2737,14,5,Latin Week,Maria & Derek,Salsa,"""The Cup of Life""",Ricky Martin,27,Salsa,"""The Cup of Life""—Ricky Martin",Safe,Week 5: Latin Week,Maria,Derek,Derek Hough,Maria Menounos,Television host,,,,,,,,,,,,,,,,,,,,,,,,,
8466,Len Goodman,9.0,2737,14,5,Latin Week,Maria & Derek,Salsa,"""The Cup of Life""",Ricky Martin,27,Salsa,"""The Cup of Life""—Ricky Martin",Safe,Week 5: Latin Week,Maria,Derek,Derek Hough,Maria Menounos,Television host,,,,,,,,,,,,,,,,,,,,,,,,,
8467,Bruno Tonioli,9.0,2737,14,5,Latin Week,Maria & Derek,Salsa,"""The Cup of Life""",Ricky Martin,27,Salsa,"""The Cup of Life""—Ricky Martin",Safe,Week 5: Latin Week,Maria,Derek,Derek Hough,Maria Menounos,Television host,,,,,,,,,,,,,,,,,,,,,,,,,
8468,Carrie Ann Inaba,10.0,2738,14,5,Latin Week,Katherine & Mark,Argentine Tango,"""Tanguedia II""",Astor Piazzolla,29,Argentine tango,"""Tanguedia II""—Astor Piazzolla",Safe,Week 5: Latin Week,Katherine,Mark,Mark Ballas,Katherine Jenkins,Classical singer,,,,,,,,,,,,,,,,,,,,,,,,,
8469,Len Goodman,9.0,2738,14,5,Latin Week,Katherine & Mark,Argentine Tango,"""Tanguedia II""",Astor Piazzolla,29,Argentine tango,"""Tanguedia II""—Astor Piazzolla",Safe,Week 5: Latin Week,Katherine,Mark,Mark Ballas,Katherine Jenkins,Classical singer,,,,,,,,,,,,,,,,,,,,,,,,,
8470,Bruno Tonioli,10.0,2738,14,5,Latin Week,Katherine & Mark,Argentine Tango,"""Tanguedia II""",Astor Piazzolla,29,Argentine tango,"""Tanguedia II""—Astor Piazzolla",Safe,Week 5: Latin Week,Katherine,Mark,Mark Ballas,Katherine Jenkins,Classical singer,,,,,,,,,,,,,,,,,,,,,,,,,
8471,Carrie Ann Inaba,6.0,2739,14,5,Latin Week,Gavin & Karina,Samba,"""Sweetheart from Venezuela""",Harry Belafonte,19,Samba,"""Sweetheart from Venezuela""—Harry Belafonte",Bottom two,Week 5: Latin Week,Gavin,Karina,Karina Smirnoff,Gavin DeGraw,Singer-songwriter,,,,,,,,,,,,,,,,,,,,,,,,,
8472,Len Goodman,6.0,2739,14,5,Latin Week,Gavin & Karina,Samba,"""Sweetheart from Venezuela""",Harry Belafonte,19,Samba,"""Sweetheart from Venezuela""—Harry Belafonte",Bottom two,Week 5: Latin Week,Gavin,Karina,Karina Smirnoff,Gavin DeGraw,Singer-songwriter,,,,,,,,,,,,,,,,,,,,,,,,,
8473,Bruno Tonioli,7.0,2739,14,5,Latin Week,Gavin & Karina,Samba,"""Sweetheart from Venezuela""",Harry Belafonte,19,Samba,"""Sweetheart from Venezuela""—Harry Belafonte",Bottom two,Week 5: Latin Week,Gavin,Karina,Karina Smirnoff,Gavin DeGraw,Singer-songwriter,,,,,,,,,,,,,,,,,,,,,,,,,
8474,Carrie Ann Inaba,9.0,2740,23,6,Latin Night,Laurie & Val,Salsa,"""Light It Up""",Major Lazer feat. Nyla & Fuse ODG,37,Salsa,"""Light It Up""—Major Lazer feat. Nyla & Fuse ODG",Safe,Week 6: Latin Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
8475,Pitbull,9.0,2740,23,6,Latin Night,Laurie & Val,Salsa,"""Light It Up""",Major Lazer feat. Nyla & Fuse ODG,37,Salsa,"""Light It Up""—Major Lazer feat. Nyla & Fuse ODG",Safe,Week 6: Latin Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
8476,Julianne Hough,9.0,2740,23,6,Latin Night,Laurie & Val,Salsa,"""Light It Up""",Major Lazer feat. Nyla & Fuse ODG,37,Salsa,"""Light It Up""—Major Lazer feat. Nyla & Fuse ODG",Safe,Week 6: Latin Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
8477,Bruno Tonioli,10.0,2740,23,6,Latin Night,Laurie & Val,Salsa,"""Light It Up""",Major Lazer feat. Nyla & Fuse ODG,37,Salsa,"""Light It Up""—Major Lazer feat. Nyla & Fuse ODG",Safe,Week 6: Latin Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,,,,,,,,,,,,,,,,,,,,,,,,
8478,Carrie Ann Inaba,8.0,2741,23,7,Eras Night,Laurie & Val,Quickstep,"""One Fine Day""",The Chiffons,34,Quickstep,"""One Fine Day""—The Chiffons",Safe,Week 7: Eras Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,1960s,,,,,,,,,,,,,,,,,,,,,,,
8479,Len Goodman,8.0,2741,23,7,Eras Night,Laurie & Val,Quickstep,"""One Fine Day""",The Chiffons,34,Quickstep,"""One Fine Day""—The Chiffons",Safe,Week 7: Eras Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,1960s,,,,,,,,,,,,,,,,,,,,,,,
8480,Julianne Hough,9.0,2741,23,7,Eras Night,Laurie & Val,Quickstep,"""One Fine Day""",The Chiffons,34,Quickstep,"""One Fine Day""—The Chiffons",Safe,Week 7: Eras Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,1960s,,,,,,,,,,,,,,,,,,,,,,,
8481,Bruno Tonioli,9.0,2741,23,7,Eras Night,Laurie & Val,Quickstep,"""One Fine Day""",The Chiffons,34,Quickstep,"""One Fine Day""—The Chiffons",Safe,Week 7: Eras Night,Laurie,Val,Valentin Chmerkovskiy,Laurie Hernandez,Olympic artistic gymnast,,1960s,,,,,,,,,,,,,,,,,,,,,,,
8482,Carrie Ann Inaba,9.0,2742,24,7,A Night at the Movies,Rashad & Emma,Paso Doble,"""O Fortuna""",Carl Orff,37,Paso doble,"""O Fortuna""—Carl Orff",Safe,Week 7: A Night at the Movies,Rashad,Emma,Emma Slater,Rashad Jennings,NFL running back,,,,,,,,,,,,,,,,,,,,Horror,,,,,
8483,Len Goodman,9.0,2742,24,7,A Night at the Movies,Rashad & Emma,Paso Doble,"""O Fortuna""",Carl Orff,37,Paso doble,"""O Fortuna""—Carl Orff",Safe,Week 7: A Night at the Movies,Rashad,Emma,Emma Slater,Rashad Jennings,NFL running back,,,,,,,,,,,,,,,,,,,,Horror,,,,,
8484,Mandy Moore,10.0,2742,24,7,A Night at the Movies,Rashad & Emma,Paso Doble,"""O Fortuna""",Carl Orff,37,Paso doble,"""O Fortuna""—Carl Orff",Safe,Week 7: A Night at the Movies,Rashad,Emma,Emma Slater,Rashad Jennings,NFL running back,,,,,,,,,,,,,,,,,,,,Horror,,,,,
8485,Bruno Tonioli,9.0,2742,24,7,A Night at the Movies,Rashad & Emma,Paso Doble,"""O Fortuna""",Carl Orff,37,Paso doble,"""O Fortuna""—Carl Orff",Safe,Week 7: A Night at the Movies,Rashad,Emma,Emma Slater,Rashad Jennings,NFL running back,,,,,,,,,,,,,,,,,,,,Horror,,,,,
8486,Carrie Ann Inaba,8.0,2743,24,7,A Night at the Movies,David & Lindsay,Salsa,"""Universal Mind Control""",Common feat. Pharrell Williams,32,Salsa,"""Universal Mind Control""—Common feat. Pharrell Williams",Safe,Week 7: A Night at the Movies,David,Lindsay,Lindsay Arnold,David Ross,MLB catcher,,,,,,,,,,,,,,,,,,,,Sci-fi,,,,,
8487,Len Goodman,8.0,2743,24,7,A Night at the Movies,David & Lindsay,Salsa,"""Universal Mind Control""",Common feat. Pharrell Williams,32,Salsa,"""Universal Mind Control""—Common feat. Pharrell Williams",Safe,Week 7: A Night at the Movies,David,Lindsay,Lindsay Arnold,David Ross,MLB catcher,,,,,,,,,,,,,,,,,,,,Sci-fi,,,,,
8488,Mandy Moore,8.0,2743,24,7,A Night at the Movies,David & Lindsay,Salsa,"""Universal Mind Control""",Common feat. Pharrell Williams,32,Salsa,"""Universal Mind Control""—Common feat. Pharrell Williams",Safe,Week 7: A Night at the Movies,David,Lindsay,Lindsay Arnold,David Ross,MLB catcher,,,,,,,,,,,,,,,,,,,,Sci-fi,,,,,
8489,Bruno Tonioli,8.0,2743,24,7,A Night at the Movies,David & Lindsay,Salsa,"""Universal Mind Control""",Common feat. Pharrell Williams,32,Salsa,"""Universal Mind Control""—Common feat. Pharrell Williams",Safe,Week 7: A Night at the Movies,David,Lindsay,Lindsay Arnold,David Ross,MLB catcher,,,,,,,,,,,,,,,,,,,,Sci-fi,,,,,
8490,Carrie Ann Inaba,10.0,2744,24,7,A Night at the Movies,Normani & Val,Argentine Tango,"""Quizás, Quizás, Quizás""",Andrea Bocelli feat. Jennifer Lopez,40,Argentine tango,"""Quizás, Quizás, Quizás""—Andrea Bocelli feat. Jennifer Lopez",Safe---(Immunity),Week 7: A Night at the Movies,Normani,Val,Valentin Chmerkovskiy,Normani,Fifth Harmony singer,,,,,,,,,,,,,,,,,,,,Foreign,,,,,
8491,Len Goodman,10.0,2744,24,7,A Night at the Movies,Normani & Val,Argentine Tango,"""Quizás, Quizás, Quizás""",Andrea Bocelli feat. Jennifer Lopez,40,Argentine tango,"""Quizás, Quizás, Quizás""—Andrea Bocelli feat. Jennifer Lopez",Safe---(Immunity),Week 7: A Night at the Movies,Normani,Val,Valentin Chmerkovskiy,Normani,Fifth Harmony singer,,,,,,,,,,,,,,,,,,,,Foreign,,,,,
8492,Mandy Moore,10.0,2744,24,7,A Night at the Movies,Normani & Val,Argentine Tango,"""Quizás, Quizás, Quizás""",Andrea Bocelli feat. Jennifer Lopez,40,Argentine tango,"""Quizás, Quizás, Quizás""—Andrea Bocelli feat. Jennifer Lopez",Safe---(Immunity),Week 7: A Night at the Movies,Normani,Val,Valentin Chmerkovskiy,Normani,Fifth Harmony singer,,,,,,,,,,,,,,,,,,,,Foreign,,,,,
8493,Bruno Tonioli,10.0,2744,24,7,A Night at the Movies,Normani & Val,Argentine Tango,"""Quizás, Quizás, Quizás""",Andrea Bocelli feat. Jennifer Lopez,40,Argentine tango,"""Quizás, Quizás, Quizás""—Andrea Bocelli feat. Jennifer Lopez",Safe---(Immunity),Week 7: A Night at the Movies,Normani,Val,Valentin Chmerkovskiy,Normani,Fifth Harmony singer,,,,,,,,,,,,,,,,,,,,Foreign,,,,,
8494,Carrie Ann Inaba,8.0,2746,22,6,Famous Dances Night,Kim & Sasha,Jive,"""You Can't Stop the Beat""",from Hairspray,24,Jive,"""You Can't Stop the Beat""—from Hairspray",Safe,Week 6: Famous Dances Night,Kim,Sasha,Sasha Farber,Kim Fields,Actress & reality television star,,,,,,,,,,,,,,,,,,,,,,,,,
8495,Len Goodman,8.0,2746,22,6,Famous Dances Night,Kim & Sasha,Jive,"""You Can't Stop the Beat""",from Hairspray,24,Jive,"""You Can't Stop the Beat""—from Hairspray",Safe,Week 6: Famous Dances Night,Kim,Sasha,Sasha Farber,Kim Fields,Actress & reality television star,,,,,,,,,,,,,,,,,,,,,,,,,
8496,Bruno Tonioli,8.0,2746,22,6,Famous Dances Night,Kim & Sasha,Jive,"""You Can't Stop the Beat""",from Hairspray,24,Jive,"""You Can't Stop the Beat""—from Hairspray",Safe,Week 6: Famous Dances Night,Kim,Sasha,Sasha Farber,Kim Fields,Actress & reality television star,,,,,,,,,,,,,,,,,,,,,,,,,
8497,Carrie Ann Inaba,10.0,2747,25,7,Halloween Night,Jordan & Lindsay,Paso Doble,"""Animals""",Martin Garrix,30,Paso doble,"""Animals""—Martin Garrix",Safe,Week 7: Halloween Night,Jordan,Lindsay,Lindsay Arnold,Jordan Fisher,Actor & singer,,,,,,,,,,,,,,,,,,,,,,,,,
8498,Len Goodman,10.0,2747,25,7,Halloween Night,Jordan & Lindsay,Paso Doble,"""Animals""",Martin Garrix,30,Paso doble,"""Animals""—Martin Garrix",Safe,Week 7: Halloween Night,Jordan,Lindsay,Lindsay Arnold,Jordan Fisher,Actor & singer,,,,,,,,,,,,,,,,,,,,,,,,,
8499,Bruno Tonioli,10.0,2747,25,7,Halloween Night,Jordan & Lindsay,Paso Doble,"""Animals""",Martin Garrix,30,Paso doble,"""Animals""—Martin Garrix",Safe,Week 7: Halloween Night,Jordan,Lindsay,Lindsay Arnold,Jordan Fisher,Actor & singer,,,,,,,,,,,,,,,,,,,,,,,,,
8500,Carrie Ann Inaba,8.0,2748,25,7,Halloween Night,Nikki & Artem,Jive,"""I Put a Spell on You""",Bette Midler,24,Jive,"""I Put a Spell on You""—Bette Midler",Eliminated,Week 7: Halloween Night,Nikki,Artem,Artem Chigvintsev,Nikki Bella,WWE wrestler,,,,,,,,,,,,,,,,,,,,,,,,,
8501,Len Goodman,8.0,2748,25,7,Halloween Night,Nikki & Artem,Jive,"""I Put a Spell on You""",Bette Midler,24,Jive,"""I Put a Spell on You""—Bette Midler",Eliminated,Week 7: Halloween Night,Nikki,Artem,Artem Chigvintsev,Nikki Bella,WWE wrestler,,,,,,,,,,,,,,,,,,,,,,,,,
8502,Bruno Tonioli,8.0,2748,25,7,Halloween Night,Nikki & Artem,Jive,"""I Put a Spell on You""",Bette Midler,24,Jive,"""I Put a Spell on You""—Bette Midler",Eliminated,Week 7: Halloween Night,Nikki,Artem,Artem Chigvintsev,Nikki Bella,WWE wrestler,,,,,,,,,,,,,,,,,,,,,,,,,
8503,Carrie Ann Inaba,8.0,2749,25,7,Halloween Night,Vanessa & Maks,Paso Doble,"""Game of Survival""",Ruelle,24,Paso doble,"""Game of Survival""—Ruelle",Eliminated,Week 7: Halloween Night,Vanessa,Maks,Maksim Chmerkovskiy,Vanessa Lachey,Actress & television host,,,,,,,,,,,,,,,,,,,,,,,,,
8504,Len Goodman,8.0,2749,25,7,Halloween Night,Vanessa & Maks,Paso Doble,"""Game of Survival""",Ruelle,24,Paso doble,"""Game of Survival""—Ruelle",Eliminated,Week 7: Halloween Night,Vanessa,Maks,Maksim Chmerkovskiy,Vanessa Lachey,Actress & television host,,,,,,,,,,,,,,,,,,,,,,,,,
8505,Bruno Tonioli,8.0,2749,25,7,Halloween Night,Vanessa & Maks,Paso Doble,"""Game of Survival""",Ruelle,24,Paso doble,"""Game of Survival""—Ruelle",Eliminated,Week 7: Halloween Night,Vanessa,Maks,Maksim Chmerkovskiy,Vanessa Lachey,Actress & television host,,,,,,,,,,,,,,,,,,,,,,,,,
8506,Carrie Ann Inaba,10.0,2750,30,10,Finale,Amanda & Alan,Freestyle,"""A Sky Full of Stars""",Coldplay,40,Freestyle,"""A Sky Full of Stars""—Coldplay",Fourth place,Week 10: Finale,Amanda,Alan,Alan Bersten,Amanda Kloots,The Talk co-host,,,,,,,,,,,,,,,,,,,,,,,,,
8507,Len Goodman,10.0,2750,30,10,Finale,Amanda & Alan,Freestyle,"""A Sky Full of Stars""",Coldplay,40,Freestyle,"""A Sky Full of Stars""—Coldplay",Fourth place,Week 10: Finale,Amanda,Alan,Alan Bersten,Amanda Kloots,The Talk co-host,,,,,,,,,,,,,,,,,,,,,,,,,
8508,Julianne Hough,10.0,2750,30,10,Finale,Amanda & Alan,Freestyle,"""A Sky Full of Stars""",Coldplay,40,Freestyle,"""A Sky Full of Stars""—Coldplay",Fourth place,Week 10: Finale,Amanda,Alan,Alan Bersten,Amanda Kloots,The Talk co-host,,,,,,,,,,,,,,,,,,,,,,,,,
8509,Bruno Tonioli,10.0,2750,30,10,Finale,Amanda & Alan,Freestyle,"""A Sky Full of Stars""",Coldplay,40,Freestyle,"""A Sky Full of Stars""—Coldplay",Fourth place,Week 10: Finale,Amanda,Alan,Alan Bersten,Amanda Kloots,The Talk co-host,,,,,,,,,,,,,,,,,,,,,,,,,
8510,Carrie Ann Inaba,9.0,2751,30,10,Finale,Cody & Cheryl,Paso Doble,"""Free Your Mind""",En Vogue,36,Paso doble &---Cha-cha-cha,"""Free Your Mind""—En Vogue",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8511,Len Goodman,9.0,2751,30,10,Finale,Cody & Cheryl,Paso Doble,"""Free Your Mind""",En Vogue,36,Paso doble &---Cha-cha-cha,"""Free Your Mind""—En Vogue",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8512,Julianne Hough,9.0,2751,30,10,Finale,Cody & Cheryl,Paso Doble,"""Free Your Mind""",En Vogue,36,Paso doble &---Cha-cha-cha,"""Free Your Mind""—En Vogue",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8513,Bruno Tonioli,9.0,2751,30,10,Finale,Cody & Cheryl,Paso Doble,"""Free Your Mind""",En Vogue,36,Paso doble &---Cha-cha-cha,"""Free Your Mind""—En Vogue",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8514,Carrie Ann Inaba,10.0,2752,30,10,Finale,Cody & Cheryl,Freestyle,"""Symphony No. 5""",Ludwig van Beethoven,40,Freestyle,"""Symphony No. 5""—Ludwig van Beethoven---""Nails, Hair, Hips, Heels (Just Dance version)""—Todrick Hall",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8515,Len Goodman,10.0,2752,30,10,Finale,Cody & Cheryl,Freestyle,"""Symphony No. 5""",Ludwig van Beethoven,40,Freestyle,"""Symphony No. 5""—Ludwig van Beethoven---""Nails, Hair, Hips, Heels (Just Dance version)""—Todrick Hall",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8516,Julianne Hough,10.0,2752,30,10,Finale,Cody & Cheryl,Freestyle,"""Symphony No. 5""",Ludwig van Beethoven,40,Freestyle,"""Symphony No. 5""—Ludwig van Beethoven---""Nails, Hair, Hips, Heels (Just Dance version)""—Todrick Hall",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8517,Bruno Tonioli,10.0,2752,30,10,Finale,Cody & Cheryl,Freestyle,"""Symphony No. 5""",Ludwig van Beethoven,40,Freestyle,"""Symphony No. 5""—Ludwig van Beethoven---""Nails, Hair, Hips, Heels (Just Dance version)""—Todrick Hall",Third place,Week 10: Finale,Cody,Cheryl,Cheryl Burke,Cody Rigsby,Peloton instructor & fitness personality,,,,,,,,,,,,,,,,,,,,,,,,,
8518,Carrie Ann Inaba,10.0,2753,30,10,Finale,JoJo & Jenna,Tango,"""I Love It""",Icona Pop feat. Charli XCX,40,Tango &---Cha-cha-cha,"""I Love It""—Icona Pop feat. Charli XCX",Runners-up,Week 10: Finale,JoJo,Jenna,Jenna Johnson,JoJo Siwa,"YouTube personality, dancer & singer",,,,,,,,,,,,,,,,,,,,,,,,,
