,dance_id,season,week,couple,dance,music,judge,judge_score,total_score,result,score_type,film,broadway_show,classical_music,television_show,team_captain,guest_judge,original_couple,dance_chosen_by,disney_film,tv_show,genre,elvis_music,cirque_du_soleil_show,trio_partner,james_bond_film,dance_&_theme,film_series,music_by_britney_spears,era,musical,music_from_grease,michael_buble_music,horror_film_show,music_by_queen,mentor,villain,music_by_janet_jackson,trio_dance_partner,icon,film_theme,dynamic_duo,professionals,cher_music,icons,stevie_wonder_music,motown_music,couple_list,couple_count,judge_score_count,judge_count
516,516,9,Week 2,Donny & Kym,Jive,"""Secret Agent Man""—Johnny Rivers",Len Goodman, 9,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Donny & Kym'],1,3,3
516,516,9,Week 2,Donny & Kym,Jive,"""Secret Agent Man""—Johnny Rivers",Bruno Tonioli, 8,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Donny & Kym'],1,3,3
517,517,9,Week 3,Mark & Lacey,Rumba,"""Don't Lie""—The Black Eyed Peas",Carrie Ann Inaba,6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mark & Lacey'],1,3,3
517,517,9,Week 3,Mark & Lacey,Rumba,"""Don't Lie""—The Black Eyed Peas",Len Goodman, 6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mark & Lacey'],1,3,3
517,517,9,Week 3,Mark & Lacey,Rumba,"""Don't Lie""—The Black Eyed Peas",Bruno Tonioli, 6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mark & Lacey'],1,3,3
518,518,10,Week 6: Marathon Week,Jake & Chelsie,Samba,"""Comanche""—The Revels",Carrie Ann Inaba,7,21,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jake & Chelsie'],1,3,3
518,518,10,Week 6: Marathon Week,Jake & Chelsie,Samba,"""Comanche""—The Revels",Len Goodman, 7,21,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jake & Chelsie'],1,3,3
518,518,10,Week 6: Marathon Week,Jake & Chelsie,Samba,"""Comanche""—The Revels",Bruno Tonioli, 7,21,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jake & Chelsie'],1,3,3
520,520,11,Week 7: 200th Episode Week,Kyle & Lacey,Paso doble,"""Free Your Mind""—En Vogue",Guest judge,10,35,Safe,single_score,,,,,,Mel B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kyle & Lacey'],1,4,4
520,520,11,Week 7: 200th Episode Week,Kyle & Lacey,Paso doble,"""Free Your Mind""—En Vogue",Carrie Ann Inaba, 9,35,Safe,single_score,,,,,,Mel B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kyle & Lacey'],1,4,4
520,520,11,Week 7: 200th Episode Week,Kyle & Lacey,Paso doble,"""Free Your Mind""—En Vogue",Len Goodman, 8,35,Safe,single_score,,,,,,Mel B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kyle & Lacey'],1,4,4
520,520,11,Week 7: 200th Episode Week,Kyle & Lacey,Paso doble,"""Free Your Mind""—En Vogue",Bruno Tonioli, 8,35,Safe,single_score,,,,,,Mel B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kyle & Lacey'],1,4,4
521,521,6,Week 1,Monica & Jonathan,Foxtrot,"""Bubbly""—Colbie Caillat",Carrie Ann Inaba,5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Jonathan'],1,3,3
521,521,6,Week 1,Monica & Jonathan,Foxtrot,"""Bubbly""—Colbie Caillat",Len Goodman, 5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Jonathan'],1,3,3
521,521,6,Week 1,Monica & Jonathan,Foxtrot,"""Bubbly""—Colbie Caillat",Bruno Tonioli, 5,15,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monica & Jonathan'],1,3,3
522,522,6,Week 1,Marissa & Tony,Cha-cha-cha,"""Low""—Flo Rida feat. T-Pain",Carrie Ann Inaba,6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marissa & Tony'],1,3,3
522,522,6,Week 1,Marissa & Tony,Cha-cha-cha,"""Low""—Flo Rida feat. T-Pain",Len Goodman, 6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marissa & Tony'],1,3,3
522,522,6,Week 1,Marissa & Tony,Cha-cha-cha,"""Low""—Flo Rida feat. T-Pain",Bruno Tonioli, 6,18,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marissa & Tony'],1,3,3
523,523,6,Week 1,Priscilla & Louis,Foxtrot,"""Feeling Good""—Nina Simone",Carrie Ann Inaba,8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Priscilla & Louis'],1,3,3
523,523,6,Week 1,Priscilla & Louis,Foxtrot,"""Feeling Good""—Nina Simone",Len Goodman, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Priscilla & Louis'],1,3,3
523,523,6,Week 1,Priscilla & Louis,Foxtrot,"""Feeling Good""—Nina Simone",Bruno Tonioli, 8,24,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Priscilla & Louis'],1,3,3
524,524,6,Week 1,Kristi & Mark,Foxtrot,"""The More I See You""—Michael Bublé",Carrie Ann Inaba,9,27,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kristi & Mark'],1,3,3
524,524,6,Week 1,Kristi & Mark,Foxtrot,"""The More I See You""—Michael Bublé",Len Goodman, 9,27,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kristi & Mark'],1,3,3
524,524,6,Week 1,Kristi & Mark,Foxtrot,"""The More I See You""—Michael Bublé",Bruno Tonioli, 9,27,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kristi & Mark'],1,3,3
525,525,6,Week 1,Marlee & Fabian,Cha-cha-cha,"""Get on Your Feet""—Gloria Estefan",Carrie Ann Inaba,7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marlee & Fabian'],1,3,3
525,525,6,Week 1,Marlee & Fabian,Cha-cha-cha,"""Get on Your Feet""—Gloria Estefan",Len Goodman, 7,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marlee & Fabian'],1,3,3
525,525,6,Week 1,Marlee & Fabian,Cha-cha-cha,"""Get on Your Feet""—Gloria Estefan",Bruno Tonioli, 8,22,,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marlee & Fabian'],1,3,3
526,526,6,Week 2,Steve & Anna,Mambo,"""I Got a Girl""—Lou Bega",Carrie Ann Inaba,6,16,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve & Anna'],1,3,3
526,526,6,Week 2,Steve & Anna,Mambo,"""I Got a Girl""—Lou Bega",Len Goodman, 5,16,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve & Anna'],1,3,3
526,526,6,Week 2,Steve & Anna,Mambo,"""I Got a Girl""—Lou Bega",Bruno Tonioli, 5,16,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve & Anna'],1,3,3
527,527,5,Week 1,Josie & Alec,Foxtrot,"""Walkin' My Baby Back Home""—Nat King Cole",Carrie Ann Inaba,6,16,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josie & Alec'],1,3,3
527,527,5,Week 1,Josie & Alec,Foxtrot,"""Walkin' My Baby Back Home""—Nat King Cole",Len Goodman, 5,16,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josie & Alec'],1,3,3
527,527,5,Week 1,Josie & Alec,Foxtrot,"""Walkin' My Baby Back Home""—Nat King Cole",Bruno Tonioli, 5,16,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Josie & Alec'],1,3,3
528,528,5,Week 1,Sabrina & Mark,Cha-cha-cha,"""Don't Cha""—Pussycat Dolls",Carrie Ann Inaba,9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sabrina & Mark'],1,3,3
528,528,5,Week 1,Sabrina & Mark,Cha-cha-cha,"""Don't Cha""—Pussycat Dolls",Len Goodman, 8,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sabrina & Mark'],1,3,3
528,528,5,Week 1,Sabrina & Mark,Cha-cha-cha,"""Don't Cha""—Pussycat Dolls",Bruno Tonioli, 9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sabrina & Mark'],1,3,3
529,529,5,Week 1,Marie & Jonathan,Foxtrot,"""I Hear a Symphony""—The Supremes",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marie & Jonathan'],1,3,3
529,529,5,Week 1,Marie & Jonathan,Foxtrot,"""I Hear a Symphony""—The Supremes",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marie & Jonathan'],1,3,3
529,529,5,Week 1,Marie & Jonathan,Foxtrot,"""I Hear a Symphony""—The Supremes",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marie & Jonathan'],1,3,3
530,530,5,Week 1,Mel & Maks,Cha-cha-cha,"""A Deeper Love""—Aretha Franklin",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mel & Maks'],1,3,3
530,530,5,Week 1,Mel & Maks,Cha-cha-cha,"""A Deeper Love""—Aretha Franklin",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mel & Maks'],1,3,3
530,530,5,Week 1,Mel & Maks,Cha-cha-cha,"""A Deeper Love""—Aretha Franklin",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mel & Maks'],1,3,3
531,531,5,Week 1,Jane & Tony,Foxtrot,"""Let's Do It, Let's Fall in Love""—Eartha Kitt",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jane & Tony'],1,3,3
531,531,5,Week 1,Jane & Tony,Foxtrot,"""Let's Do It, Let's Fall in Love""—Eartha Kitt",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jane & Tony'],1,3,3
531,531,5,Week 1,Jane & Tony,Foxtrot,"""Let's Do It, Let's Fall in Love""—Eartha Kitt",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jane & Tony'],1,3,3
532,532,5,Week 1,Cameron & Edyta,Foxtrot,"""Moondance""—Van Morrison",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cameron & Edyta'],1,3,3
532,532,5,Week 1,Cameron & Edyta,Foxtrot,"""Moondance""—Van Morrison",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cameron & Edyta'],1,3,3
532,532,5,Week 1,Cameron & Edyta,Foxtrot,"""Moondance""—Van Morrison",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cameron & Edyta'],1,3,3
533,533,7,Week 1,Cody & Julianne,Quickstep,"""I Want You To Want Me""—Letters to Cleo",Carrie Ann Inaba,8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cody & Julianne'],1,3,3
533,533,7,Week 1,Cody & Julianne,Quickstep,"""I Want You To Want Me""—Letters to Cleo",Len Goodman, 7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cody & Julianne'],1,3,3
533,533,7,Week 1,Cody & Julianne,Quickstep,"""I Want You To Want Me""—Letters to Cleo",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cody & Julianne'],1,3,3
534,534,7,Week 1,Rocco & Karina,Mambo,"""La Comay""—Sonora Carrulseles",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rocco & Karina'],1,3,3
534,534,7,Week 1,Rocco & Karina,Mambo,"""La Comay""—Sonora Carrulseles",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rocco & Karina'],1,3,3
534,534,7,Week 1,Rocco & Karina,Mambo,"""La Comay""—Sonora Carrulseles",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rocco & Karina'],1,3,3
535,535,7,Week 1,Susan & Tony,Quickstep,"""Bei Mir Bist Du Schon""—The Arthur Murray Orchestra",Carrie Ann Inaba,7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Susan & Tony'],1,3,3
535,535,7,Week 1,Susan & Tony,Quickstep,"""Bei Mir Bist Du Schon""—The Arthur Murray Orchestra",Len Goodman, 7,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Susan & Tony'],1,3,3
535,535,7,Week 1,Susan & Tony,Quickstep,"""Bei Mir Bist Du Schon""—The Arthur Murray Orchestra",Bruno Tonioli, 8,22,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Susan & Tony'],1,3,3
536,536,7,Week 1,Kim & Mark,Mambo,"""Baby Got Back""—Sir Mix-a-Lot",Carrie Ann Inaba,6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Mark'],1,3,3
536,536,7,Week 1,Kim & Mark,Mambo,"""Baby Got Back""—Sir Mix-a-Lot",Len Goodman, 6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Mark'],1,3,3
536,536,7,Week 1,Kim & Mark,Mambo,"""Baby Got Back""—Sir Mix-a-Lot",Bruno Tonioli, 6,18,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kim & Mark'],1,3,3
537,537,8,Week 3,Chuck & Julianne,Foxtrot,"""All I Want To Do""—Sugarland",Carrie Ann Inaba,8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chuck & Julianne'],1,3,3
537,537,8,Week 3,Chuck & Julianne,Foxtrot,"""All I Want To Do""—Sugarland",Len Goodman, 7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chuck & Julianne'],1,3,3
537,537,8,Week 3,Chuck & Julianne,Foxtrot,"""All I Want To Do""—Sugarland",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chuck & Julianne'],1,3,3
538,538,8,Week 3,Holly & Dmitry,Samba,"""Bananza (Belly Dancer)""—Akon",Carrie Ann Inaba,5,17,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Holly & Dmitry'],1,3,3
538,538,8,Week 3,Holly & Dmitry,Samba,"""Bananza (Belly Dancer)""—Akon",Len Goodman, 6,17,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Holly & Dmitry'],1,3,3
538,538,8,Week 3,Holly & Dmitry,Samba,"""Bananza (Belly Dancer)""—Akon",Bruno Tonioli, 6,17,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Holly & Dmitry'],1,3,3
539,539,8,Week 3,Steve-O & Lacey,Foxtrot,"""I'm Yours""—Jason Mraz",Carrie Ann Inaba,5,15,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve-O & Lacey'],1,3,3
539,539,8,Week 3,Steve-O & Lacey,Foxtrot,"""I'm Yours""—Jason Mraz",Len Goodman, 5,15,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve-O & Lacey'],1,3,3
539,539,8,Week 3,Steve-O & Lacey,Foxtrot,"""I'm Yours""—Jason Mraz",Bruno Tonioli, 5,15,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Steve-O & Lacey'],1,3,3
540,540,8,Week 3,Lawrence & Edyta,Samba,"""I Can't Get Next To You""—The Temptations",Carrie Ann Inaba,7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lawrence & Edyta'],1,3,3
540,540,8,Week 3,Lawrence & Edyta,Samba,"""I Can't Get Next To You""—The Temptations",Len Goodman, 6,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lawrence & Edyta'],1,3,3
540,540,8,Week 3,Lawrence & Edyta,Samba,"""I Can't Get Next To You""—The Temptations",Bruno Tonioli, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lawrence & Edyta'],1,3,3
541,541,8,Week 3,Shawn & Mark,Foxtrot,"""More Than This""—Norah Jones",Carrie Ann Inaba,9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Shawn & Mark'],1,3,3
541,541,8,Week 3,Shawn & Mark,Foxtrot,"""More Than This""—Norah Jones",Len Goodman, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Shawn & Mark'],1,3,3
541,541,8,Week 3,Shawn & Mark,Foxtrot,"""More Than This""—Norah Jones",Bruno Tonioli, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Shawn & Mark'],1,3,3
542,542,8,Week 3,Gilles & Cheryl,Samba,"""El Matador""—Los Fabulosos Cadillacs",Carrie Ann Inaba,9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gilles & Cheryl'],1,3,3
542,542,8,Week 3,Gilles & Cheryl,Samba,"""El Matador""—Los Fabulosos Cadillacs",Len Goodman, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gilles & Cheryl'],1,3,3
542,542,8,Week 3,Gilles & Cheryl,Samba,"""El Matador""—Los Fabulosos Cadillacs",Bruno Tonioli, 9,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gilles & Cheryl'],1,3,3
543,543,9,Week 3,Joanna & Derek,Samba,"""La Bomba""—King Africa",Carrie Ann Inaba,7,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joanna & Derek'],1,3,3
543,543,9,Week 3,Joanna & Derek,Samba,"""La Bomba""—King Africa",Len Goodman, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joanna & Derek'],1,3,3
543,543,9,Week 3,Joanna & Derek,Samba,"""La Bomba""—King Africa",Bruno Tonioli, 8,23,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Joanna & Derek'],1,3,3
544,544,9,Week 3,Mýa & Dmitry,Rumba,"""Underneath Your Clothes""—Shakira",Carrie Ann Inaba,10,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mýa & Dmitry'],1,3,3
544,544,9,Week 3,Mýa & Dmitry,Rumba,"""Underneath Your Clothes""—Shakira",Len Goodman, 7,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mýa & Dmitry'],1,3,3
544,544,9,Week 3,Mýa & Dmitry,Rumba,"""Underneath Your Clothes""—Shakira",Bruno Tonioli, 10,27,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Mýa & Dmitry'],1,3,3
545,545,9,Week 3,Melissa & Mark,Samba,"""Turn Me On""—Kevin Lyttle",Carrie Ann Inaba,6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Melissa & Mark'],1,3,3
545,545,9,Week 3,Melissa & Mark,Samba,"""Turn Me On""—Kevin Lyttle",Len Goodman, 6,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Melissa & Mark'],1,3,3
545,545,9,Week 3,Melissa & Mark,Samba,"""Turn Me On""—Kevin Lyttle",Bruno Tonioli, 7,19,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Melissa & Mark'],1,3,3
546,546,9,Week 3,Louie & Chelsie,Rumba,"""Total Eclipse of the Heart""—Bonnie Tyler",Carrie Ann Inaba,8,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Louie & Chelsie'],1,3,3
546,546,9,Week 3,Louie & Chelsie,Rumba,"""Total Eclipse of the Heart""—Bonnie Tyler",Len Goodman, 5,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Louie & Chelsie'],1,3,3
546,546,9,Week 3,Louie & Chelsie,Rumba,"""Total Eclipse of the Heart""—Bonnie Tyler",Bruno Tonioli, 7,20,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Louie & Chelsie'],1,3,3
547,547,9,Week 3,Debi & Maks,Samba,"""Love Is in the Air""—John Paul Young",Carrie Ann Inaba,6,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Debi & Maks'],1,3,3
547,547,9,Week 3,Debi & Maks,Samba,"""Love Is in the Air""—John Paul Young",Len Goodman, 5,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Debi & Maks'],1,3,3
547,547,9,Week 3,Debi & Maks,Samba,"""Love Is in the Air""—John Paul Young",Bruno Tonioli, 6,17,Eliminated,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Debi & Maks'],1,3,3
548,548,9,Week 3,Donny & Kym,Rumba,"""Endless Love""—Lionel Richie & Diana Ross",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Donny & Kym'],1,3,3
548,548,9,Week 3,Donny & Kym,Rumba,"""Endless Love""—Lionel Richie & Diana Ross",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Donny & Kym'],1,3,3
548,548,9,Week 3,Donny & Kym,Rumba,"""Endless Love""—Lionel Richie & Diana Ross",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Donny & Kym'],1,3,3
549,549,10,Week 6: Marathon Week,Evan & Anna,Samba,"""Hey Mama""—The Black Eyed Peas",Carrie Ann Inaba,7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evan & Anna'],1,3,3
549,549,10,Week 6: Marathon Week,Evan & Anna,Samba,"""Hey Mama""—The Black Eyed Peas",Len Goodman, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evan & Anna'],1,3,3
549,549,10,Week 6: Marathon Week,Evan & Anna,Samba,"""Hey Mama""—The Black Eyed Peas",Bruno Tonioli, 7,21,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Evan & Anna'],1,3,3
550,550,10,Week 6: Marathon Week,Niecy & Louis,Argentine tango,"""El Sonido De La Milonga""—Campo",Carrie Ann Inaba,7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Niecy & Louis'],1,3,3
550,550,10,Week 6: Marathon Week,Niecy & Louis,Argentine tango,"""El Sonido De La Milonga""—Campo",Len Goodman, 7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Niecy & Louis'],1,3,3
550,550,10,Week 6: Marathon Week,Niecy & Louis,Argentine tango,"""El Sonido De La Milonga""—Campo",Bruno Tonioli, 7,21,Bottom two,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Niecy & Louis'],1,3,3
551,551,10,Week 6: Marathon Week,Erin & Maks,Samba,"""When I Get You Alone""—Robin Thicke",Carrie Ann Inaba,9,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erin & Maks'],1,3,3
551,551,10,Week 6: Marathon Week,Erin & Maks,Samba,"""When I Get You Alone""—Robin Thicke",Len Goodman, 7,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erin & Maks'],1,3,3
551,551,10,Week 6: Marathon Week,Erin & Maks,Samba,"""When I Get You Alone""—Robin Thicke",Bruno Tonioli, 9,25,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Erin & Maks'],1,3,3
552,552,10,Week 6: Marathon Week,Chad & Cheryl,Argentine tango,"""Mas de lo Mismo""—Tanghetto",Carrie Ann Inaba,8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
552,552,10,Week 6: Marathon Week,Chad & Cheryl,Argentine tango,"""Mas de lo Mismo""—Tanghetto",Len Goodman, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
552,552,10,Week 6: Marathon Week,Chad & Cheryl,Argentine tango,"""Mas de lo Mismo""—Tanghetto",Bruno Tonioli, 8,24,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chad & Cheryl'],1,3,3
553,553,10,Week 6: Marathon Week,Nicole & Derek,Samba,"""María""—Ricky Martin",Carrie Ann Inaba,9,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nicole & Derek'],1,3,3
553,553,10,Week 6: Marathon Week,Nicole & Derek,Samba,"""María""—Ricky Martin",Len Goodman, 7,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nicole & Derek'],1,3,3
553,553,10,Week 6: Marathon Week,Nicole & Derek,Samba,"""María""—Ricky Martin",Bruno Tonioli, 10,26,Safe,single_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nicole & Derek'],1,3,3
